"path","support_class","source_commit","source_sha256","recovered_sha256","curated_after_recovery","notes"
"research/agents-claude-md-research.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","3cf326b9a3a50cafb22c2d1559fb14dc2ae732d67a705fab0775fc68a941abac","06966217c99ee0819b3a05b23f748f1940634b507411ed8523f23a9b8f6c35c1","true","Recovered from the clean historical commit and boundedly normalized for commit-safe text formatting."
"wiki/abm-and-full-funnel-b2b-marketing-clippings-july-2026.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","27cea997e9e8631a0582ec4575c10cc064479631cd4003d959bfd064b5b3abb9","27cea997e9e8631a0582ec4575c10cc064479631cd4003d959bfd064b5b3abb9","false","Recovered committed source or source-summary dependency required by the curated wiki delta."
"wiki/agents-and-claude-md-research-2026-07-01.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","795b3a9dc85a527e3cd835c3cde8af9fa1b4d2e906b60a93906689905931936b","795b3a9dc85a527e3cd835c3cde8af9fa1b4d2e906b60a93906689905931936b","false","Recovered committed source or source-summary dependency required by the curated wiki delta."
"wiki/agent-skill-design-blueprint-source-summary.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","15d57a5b37138731ba3df9f8f5f8561822f8ae9f790c930e1b8ba1ba41143ea6","6bff469e0497e90a1c9410688e379ba3922dcfcd1499414925b4ed351f5cf854","true","Recovered from the clean historical commit and boundedly normalized for commit-safe text formatting."
"wiki/ai-marketing-priority-research-synthesis-2026-07-02.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","b244ef2a065b64ec092033fddd8ac2aaa317ee11fa8f1e66697ffd2de9b0060f","b244ef2a065b64ec092033fddd8ac2aaa317ee11fa8f1e66697ffd2de9b0060f","false","Recovered committed source or source-summary dependency required by the curated wiki delta."
"wiki/ai-prompting-priority-research-synthesis-2026-07-02.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","335939f6a58b540f4377b93813285f9b6fe68eb9e00b81fd8350bda146a3a884","335939f6a58b540f4377b93813285f9b6fe68eb9e00b81fd8350bda146a3a884","false","Recovered committed source or source-summary dependency required by the curated wiki delta."
"wiki/ai-second-brain-and-agentic-coding-clippings-july-2026.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","cd034ce6097cf75f010c38f44d3ba170c9ae9dfd74a293e5f8c4c293e5834b65","cd034ce6097cf75f010c38f44d3ba170c9ae9dfd74a293e5f8c4c293e5834b65","false","Recovered committed source or source-summary dependency required by the curated wiki delta."
"wiki/b2b-state-of-martech-and-revenue-operations-2026.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","f629ea03c7941c0b6190c95d89a1abc4f851e78086537faab4578cb41122920c","da0a3c7af9a49ee2deef5fa598cd3bcd0de61d9ff6a10527202d9871df7917c6","true","Recovered from the clean historical commit and boundedly normalized for commit-safe text formatting."
"wiki/build-and-loop-orchestration-source-summary.md","historical-committed-source-support","64eccfa93a4861d857630f4dbdf0c1bdf2fbbd23","8a44f4957eeba4010115d8bb183931b7d18f32fe0a8775ac1305864b0b9af725","28ee6062a345a024d64ca73443d3069dd4bb25460ef1a280c78d270b47fb2d43","true","Recovered from the clean historical commit and boundedly normalized for commit-safe text formatting."
"wiki/reusable-practices-router.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","507ea77b73b777218b0e1948f3f21e9ec7d58e8d495a6dea5bf93ffce04b2752","d2920a9700dab494529900f182c74231d482ccbb2234000a3e0284d79f7a3099","true","Updated current main integration state after the wave-11 target page became available."
"wiki/reusable-practices-library.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","8af48ab6a5462e91c56a2e483a66b350f9145cffbc9d2ed0bb4a9b85aa03184f","a4450158343e0f284b24111a408bc331cd36ade8e4880c3054c49cd213df6fc2","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletter-intelligence-week4-2026-07-18.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","bcff0cec35fdd9f6ae7277040fb27e7c4620524d5ef59b5d0d2d65909d091086","fec90150ac48db3aab220c8b3f648a98168c70f399604eee76cbdcaa3cc6148d","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletter-practitioner-methods-week3-2026-07-16.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","c0438feedcc0e01da7a6a00b306fb483b2f7aea5b526248888581bfc4a47e7f5","8aba55d518031560bd0244b2b1e3945c5350a8d0ca3a333171161bc92303849c","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletters/ainews/linked-sources/skill-engineering-design-2026-07-02.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","e8ebc5a969ee012e733c173d9bd50ed3c48bc2c0afe1bbadbb670d3a3dcca597","9d89dfcbab87fe46514c6469406a812014b8b285c4de7075b21ced4a630969a7","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletters/ainews/linked-sources/production-agent-shape-vercel-eve-2026-06-17.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","9ef7a13ae24c895767a4f694ed7a42af3045b5bccbe9addbff3f165c5c4fdcb2","f238b56dae8b8e9613997752e17dc004861dfd69f721eadbcbbe46bbb091020f","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletters/growth-unhinged/linked-sources/ai-search-measurement-2026-07-15.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","a99bf92b65e335c7babcb90f91200f7002d07cbaf7856efb83cb2b6ddd9cceac","a4090d978336d46d7b558aa287fae3c4a733b54272720f09b152e3c0461cd648","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletters/lenny-s-newsletter/linked-sources/operator-led-content-practice-2026-08-03.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","98ff1618351eb5d00aaf4e1795dd54122d94d0e3220c7664fc523ed6dd078da0","28f264b001e66cd59bd0c0b4d5709ce0ed5ad582280b57bc7820f4c53fa75d79","true","Updated current main integration state after the wave-11 target page became available."
"wiki/newsletters/latent-space/linked-sources/ai-engineering-systems-trends-2026-07-14.md","recovery-integration","d8438463ba29ff0e29cea7dba4201ea8f2298676","516e4b8f2b8b56d16a85065ea89ce42d87a58972f6483ce1e66f78eb35e3f475","fa51166b97966fa69e3a903d24b8de300302737b538bb98d37a4995955ca5e9f","true","Updated current main integration state after the wave-11 target page became available."
