"path","closure","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","notes"
".gitignore","recovered","31375d03ff51ebc067462b568f5322be502030f9e876139349773e310131a4fd","150f2c56e9b829edc5e80977ae20e2883872d51440758bde4a7f2a5b8570f0e5","true","passed","Recovered from verified backup, then bounded curation aligned current navigation, custody, or bundle metadata."
"AGENTS.md","recovered","28bf6eb740c87d3716d766d94ae1a4bd23e93a051992ba99a0dd430af048e05d","8e08603a3f834287fb47ea4d8df419c3d2a3bab0f9c729fba1f1a5eeb14ba94d","true","passed","Recovered from verified backup, then normalized from historical mixed line endings to consistent CRLF without changing text."
"docs/decisions/gbrain-adoption-boundary.md","recovered","16b3748d53d37d37633dac188c5b393e7aa5025a824d6c0c3145549e9e0bae89","16b3748d53d37d37633dac188c5b393e7aa5025a824d6c0c3145549e9e0bae89","false","passed","Recovered byte-identically from verified backup."
"docs/decisions/vault-transaction-v2-contract.md","recovered","15fc3776b82abc4766863018f83272acd184de81541b3a584f9e141e550526b1","15fc3776b82abc4766863018f83272acd184de81541b3a584f9e141e550526b1","false","passed","Recovered byte-identically from verified backup."
"docs/local-python-runtime.md","recovered","b73767d0f80a367cbd9087204c4df85e42c318d7b402d1f944cf2610623715dc","b73767d0f80a367cbd9087204c4df85e42c318d7b402d1f944cf2610623715dc","false","passed","Recovered byte-identically from verified backup."
"docs/plans/2026-07-18-semantic-ingest-workflow-optimization.md","recovered","093eb54812b864f8b32dceca4bb03f404a07ca12147922b12f0ed56b065d19cd","093eb54812b864f8b32dceca4bb03f404a07ca12147922b12f0ed56b065d19cd","false","passed","Recovered byte-identically from verified backup."
"docs/plans/2026-07-22-vault-transaction-and-object-model-roadmap.md","recovered","d6f378070c0975eb66f96ae75cfb57066f581a39bcbce4431b22b4aac3c6e583","d6f378070c0975eb66f96ae75cfb57066f581a39bcbce4431b22b4aac3c6e583","false","passed","Recovered byte-identically from verified backup."
"docs/plans/2026-08-01-semantic-ingest-new-content-delta-plan.md","recovered","2d0c8ef4eb2739669dc9ab06c867b943d262f99f97fe0581d2e16026a1619000","1c26eaabb28e8b99c9a8b3c9d230de7666989c786f40d786b299980e42a1cfec","true","passed","Recovered from verified backup, then bounded curation aligned current navigation, custody, or bundle metadata."
"skills/semantic-ingest/agents/openai.yaml","recovered","d6aa68fb97593aea59054a13172a173d7ee4d5eee1459a863f48deeab0558dda","d6aa68fb97593aea59054a13172a173d7ee4d5eee1459a863f48deeab0558dda","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/references/schema.md","recovered","18da238f5812c3b49021611708987d2bdab5a7a9482df7ca042ebdf1af60496d","18da238f5812c3b49021611708987d2bdab5a7a9482df7ca042ebdf1af60496d","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/SKILL.md","recovered","bc8e94fd9472f8a5b3cee1ea9113883658c4353be3d2eb87f62d3cb646b30bcb","bc8e94fd9472f8a5b3cee1ea9113883658c4353be3d2eb87f62d3cb646b30bcb","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/templates/reusable-practice.md","recovered","4a10129fe38b65421c7417aed0cef0e332f1921e52f93ce9240e3393cf0b4891","4a10129fe38b65421c7417aed0cef0e332f1921e52f93ce9240e3393cf0b4891","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/templates/semantic-ingest-evidence-matrix.md","recovered","df4037311c07ba1b1d9a13e8480543134c92987cffdc46f0dffe7b1c86359e57","df4037311c07ba1b1d9a13e8480543134c92987cffdc46f0dffe7b1c86359e57","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/templates/semantic-ingest-source-bundle.md","recovered","69e11b0c9be10b88da953f34371f3cf393b3c22711f8fb2ede942b38b14ed331","69e11b0c9be10b88da953f34371f3cf393b3c22711f8fb2ede942b38b14ed331","false","passed","Recovered byte-identically from verified backup."
"skills/semantic-ingest/templates/semantic-ingest-wave-checkpoint.md","recovered","7851b62bf7d6da939fbbf8652c3c45f6604c6b57f8e39b76a3765fe9b7eefbd4","7851b62bf7d6da939fbbf8652c3c45f6604c6b57f8e39b76a3765fe9b7eefbd4","false","passed","Recovered byte-identically from verified backup."
"templates/reusable-practice.md","recovered","4a10129fe38b65421c7417aed0cef0e332f1921e52f93ce9240e3393cf0b4891","4a10129fe38b65421c7417aed0cef0e332f1921e52f93ce9240e3393cf0b4891","false","passed","Recovered byte-identically from verified backup."
"templates/semantic-ingest-evidence-matrix.md","recovered","1679f358d94ee4b887e818806470f2439a5de90a60818c3d8cdd19042080bfc8","1679f358d94ee4b887e818806470f2439a5de90a60818c3d8cdd19042080bfc8","false","passed","Recovered byte-identically from verified backup."
"templates/semantic-ingest-source-bundle.md","recovered","d0f41e4dc8a0dde5dc04972989ea6f24dab667848133818ce4819eaa97fa7660","d0f41e4dc8a0dde5dc04972989ea6f24dab667848133818ce4819eaa97fa7660","false","passed","Recovered byte-identically from verified backup."
"templates/semantic-ingest-wave-checkpoint.md","recovered","7851b62bf7d6da939fbbf8652c3c45f6604c6b57f8e39b76a3765fe9b7eefbd4","7851b62bf7d6da939fbbf8652c3c45f6604c6b57f8e39b76a3765fe9b7eefbd4","false","passed","Recovered byte-identically from verified backup."
"templates/source-summary.md","recovered","d30bd08c11c590bbb51d38fb30eed3ee792b3519c303a8673596f6401fb9b33c","7002dd39a55f0dcd31a346c89ae9e89c270d641ea5d38831ee0428fc91524080","true","passed","Recovered from verified backup, then bounded curation aligned current navigation, custody, or bundle metadata."
"tests/clipping-intake/backlog-selection-gate.tests.ps1","recovered","c0b6c10038b07178a448f22fa618467c0448532574d034df127540497b1f00b3","c0b6c10038b07178a448f22fa618467c0448532574d034df127540497b1f00b3","false","passed","Recovered byte-identically from verified backup."
"tests/clipping-intake/clipping-intake.tests.ps1","recovered","1ed415aac35e7bcf838b94fe12f29cb0fcae987814da3c88a3f87dbe602d7487","1ed415aac35e7bcf838b94fe12f29cb0fcae987814da3c88a3f87dbe602d7487","false","passed","Recovered byte-identically from verified backup."
"tests/clipping-intake/disposition-gate.tests.ps1","recovered","74d4c2c4c0895bb1b6d7d5927946ce660175c3fb2303574631427324cbefb9e2","74d4c2c4c0895bb1b6d7d5927946ce660175c3fb2303574631427324cbefb9e2","false","passed","Recovered byte-identically from verified backup."
"tests/runtime/python-runtime.tests.ps1","superseded","7d8ad3caf09ee314b0883d21af2a19694f3d037923008fc445733808a8f05a79","ca31a32f2e1f4bde416552d382b5c22d0efe45c33aac6e733f9450ae8659e08f","false","passed","Current main version retained because it includes later fixes or broader repository support."
"tests/semantic-ingest/local-skill-validator.tests.ps1","recovered","155f57cc5716d2c957732f7cc17ae7d687415e2195fc3ee3b4886e35ce8f975c","155f57cc5716d2c957732f7cc17ae7d687415e2195fc3ee3b4886e35ce8f975c","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/package-generator.tests.ps1","recovered","1d0dfa98f0a2378ab6e14c69cc0c81a367809a6dd8d65eba1f91573b9c66878b","1d0dfa98f0a2378ab6e14c69cc0c81a367809a6dd8d65eba1f91573b9c66878b","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/package-validator.tests.ps1","recovered","41edd82cee5d66064b86850e4de3d8fa09f12cd4cf5f44a3bcec97863a04e2f2","41edd82cee5d66064b86850e4de3d8fa09f12cd4cf5f44a3bcec97863a04e2f2","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/run-tests.ps1","recovered","766ade92f8e581b54bb82d94bc803d3ea8db417893a2a21e5d962a96fad04313","766ade92f8e581b54bb82d94bc803d3ea8db417893a2a21e5d962a96fad04313","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/skill-contract.tests.ps1","recovered","bc2e70a8dfa17467a1f40131134cbc60af5bf8f872beb5197832668f04cd1968","bc2e70a8dfa17467a1f40131134cbc60af5bf8f872beb5197832668f04cd1968","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/transactional-writer.tests.ps1","recovered","cd31c2e1cb708f7076d0f49a10e2e072c46dbd8aa4c2e61b57e62a721d0606a3","cd31c2e1cb708f7076d0f49a10e2e072c46dbd8aa4c2e61b57e62a721d0606a3","false","passed","Recovered byte-identically from verified backup."
"tests/semantic-ingest/vault-transaction-contract.tests.ps1","recovered","2f8cfc3234045cf2934a9380a69f6be707d026e46dd39fb05b339046bacd737e","2f8cfc3234045cf2934a9380a69f6be707d026e46dd39fb05b339046bacd737e","false","passed","Recovered byte-identically from verified backup."
