"path","support_class","source_commit","source_sha256","recovered_sha256","curated_after_recovery","notes"
".github/workflows/source-governance.yml","recovery-integration","b8bed71cfaf6fa195b9ab514e2bb7786db324fbe","683a1385b5bdf9f0a369c5bf4d1df26daf0c6d2845667b3643dc67cf52299e72","316df66a2261d0fc9d7527b5c08916d354cb46cfe2400b7a682bd287572c3866","true","Runs the newsletter skill contract and fixture suite in PR CI."
".gitignore","recovery-integration","b8bed71cfaf6fa195b9ab514e2bb7786db324fbe","150f2c56e9b829edc5e80977ae20e2883872d51440758bde4a7f2a5b8570f0e5","58b010b65bae13bac3c5f85c06d5ce96d09e9cfc132f83e6f12761feacb1f14f","true","Makes all private newsletter derived state local-only."
"docs/plans/2026-07-03-001-feat-controlled-newsletter-intelligence-pipeline-plan.md","historical-committed-superseded","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","a1116b369436a5780b8f23a16458de448fbec5405fb480c315ba0e66b3b39a02","-","false","Superseded by the binding 2026-07-13 v2 newsletter pipeline plan; not restored."
"skills/newsletter-intelligence/assets/review-workspace.html","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","18696c12c0c24caef05e7938c42480d50de58a7023a174596a4f1e99b2b42125","7685cd6487609356bb61cc141b2a3066dd0f1f2f02dfa9118e3dd237825f3296","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"skills/newsletter-intelligence/references/gmail-collection.md","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","65933bf1e693edc9f5f20f61b1dba914631f4d89f0c7b3a275bc3e4699429095","478855d232c6f40d2368dc4b5cb6d5af5a973ed5988193ae969aae227c146338","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/claim-record.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","3cc4e0aebb6d1c2f34fc7ca79ab848be2498021a37951d61068543fdfa01864d","bf450d7909f23ca4cf93f72551666665bd584d13e2f77e3a5f4a2ce60a45913f","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/issue-record.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","c58a5d9970789a14c8126d4792b9fa90c815ea7123f20a3b0efccc422736a118","a1f81af8aabee7b7db9c2ff8c5175212d5196b2a794cad7b42afb0b76228dea1","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/link-candidate.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","793f616b4c41e33b5655d7d4f8404fc9c04f5ff5f19aae9a3eddb2eda419f5ca","3f19564e113df28ff1219d0743fd8784e8a52e2353c672469e90a788c3a3af3b","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/link-gate-decision.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","eab21dbfb92dbc5e5227daa5f6ddd0fb660a93241581aed6342539dc6bf69b18","78eea9d9f280425cff193aae8408a7869faee0ae978bd7b4e93466f91eb6df7d","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/newsletter-profile.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","6706552d2a2f6c0f4c3173b9700a21106be09118ddfff83032b4ae49c0096ecc","c8092f3b9655e538c43b0fe7cd86ae869cf464a3268ddd39ba1306154bb73bbe","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/run-manifest.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","91ce3b75179f2727374abc21b5d0cdc36ff554c1e64422f07b10f1fb9354ebcf","85702922a50f4b85aad4570af012513b99f5ae12631db4d94ae131c0d81b01a9","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/signal-record.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","50971333e872695c8277a82cae7401cf54b40861a15061d9bc47d1b4c67f768d","473fb5bfc46c41cbc20a13a7de6e0f6b5f1ea18ddaf2c2c676f1a2e4369a4aa6","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/source-analysis.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","abf09dce8a411282c7c54a005388ed3f47a591b2f4830c322e1f001aaf06ba11","4515649ca1f3177bc6fc79a712bdeb02442e7f9aa5a332573e6a1ab243b3ed4f","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/source-decisions.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","e7e99bedf0c6940bdc37884a877102a90a7bed2be50dea4de9836fe026b10ac5","277d23f436787c854195535c84365f94adba332c1d337da603f2fafb234f3c6d","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/source-fetch.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","301197faefd211579917e95a26ea15dcf1790450dc395173630457464662546d","54ef8d06b8f4a071e057907d80c089623649013a1c6cdbf8ae9a3e17e0f21cd8","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/topic-candidate.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","3e1187d7e929e94124e82fc2d79bf8177ae002e9e9979096e35d4d6c1806dc76","81a75d11c5f58b01fec93ec4a85e15c4d2ecdd582fbe3480183b7c3eccd18e41","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/topic-registry.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","7ef6db5490dbfe65b458c4d953c29310524db68d0117ef113a8f0802b7c0b498","4d18a7f41fc2dbe722fbf8a7b5e5e973666d688725d85b97b36a474ed6151eaa","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/verification-record.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","c4a7e5a679f01cac927d506292f370038630e955d3acd3b12fd43eeea4634004","28bc5a9f44da5141aa8a4ccf4f433939f3b2fd5d961b094162c73cbe35f0bc89","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"templates/newsletter-intelligence/weekly-review-decisions.json","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","d3c34ec9f585e69d34a93e90793e6b3ded7dda0060b53911bf57382b7a877f84","5d5c6d5f21d599de6158ff473c1c83eee094748cb0399232e616d6a7419fa10e","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"tests/newsletter-intelligence/behavior.tests.ps1","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","0395c32edcf8a409f573e95d68a0c5f68f73e056684d46089633070927743496","642229c85e0230b3c3c0c6bbce426ef1697911715db39a3754df8245a8d910b7","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
"tests/newsletter-intelligence/contracts.tests.ps1","historical-committed-newsletter-baseline","cfd9f7f264b1e0e1caf2de5a92d78974a1af5a28","4f21e07b98cf90829a9d276f4a2bb975034a7790502da47d6f4adec61da3710f","b3916752dd1a992d5de81417ae866210fc9c226ca0a2efeebffc6757507f6b07","true","Recovered from the historical newsletter branch, then boundedly curated for current portability, links, privacy, or line endings."
