"path","closure","artifact_status","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","publication_authority","notes"
"projects/abm-operating-system/authority/abm-play-library.md","recovered","active-private","605f4f9c77c7eff348f33bc2977559b744cab886ba50246792cdd62c1616d667","cff6f61d25350d7c121db3052453c02271869feb53cebc2a39bd98f7a602d584","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/authority/abm-play-library-context-review-gate-1.md","recovered","approved","fa263cb038b9ca222d67c367496e3d9a7a801017691846a867a823d7bb8f6f3b","8a3c05310c5b15d194c879361515b64b096a91acf69c6fd400f033cbdcbf3e1d","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/authority/abm-play-library-context-review-gate-2.md","recovered","approved","b7f65df856cd5d80e8431a07fafd1a0e817fecdd29af1826ca6df219c265052d","c35b6802f2e73dfa4de2eb9c83c77c3bb43a308c953adc47d1841198e7cfef51","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/authority/briefs/enterprise-growth-system-linkedin-test-pack-execution-brief.md","recovered","draft","baba101b78138d63c36015ee05f7c45b7d4899719281fcc513d0d7abdc702271","baba101b78138d63c36015ee05f7c45b7d4899719281fcc513d0d7abdc702271","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/briefs/hp-demandgen-box-model-linkedin-article-brief.md","recovered","in-review","94a8c022a71631738cc0f5b84c1eeabd4993f1c3865472462cc40bb658129d32","94a8c022a71631738cc0f5b84c1eeabd4993f1c3865472462cc40bb658129d32","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/briefs/servicenow-linkedin-bundle-brief.md","recovered","approved","e082a086e108c237d467d394b2150f55b4e0a2cde9cb8992a42acb19b37791ee","e082a086e108c237d467d394b2150f55b4e0a2cde9cb8992a42acb19b37791ee","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/briefs/servicenow-website-analysis-brief.md","recovered","approved","0a60eb7f8d000c8090bedfff7c1b241338b6abbf561e57b0e97a1545ed22b26a","0a60eb7f8d000c8090bedfff7c1b241338b6abbf561e57b0e97a1545ed22b26a","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/briefs/servicenow-website-playbook-brief.md","recovered","approved","06a24f6ccf59058f1c64f2e170a16f23e3324f173805dfe89464f0a02db88e9f","06a24f6ccf59058f1c64f2e170a16f23e3324f173805dfe89464f0a02db88e9f","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/directions/enterprise-growth-system-linkedin-test-pack-direction.md","recovered","draft","95a1d99ce87ad80d835702cf68487dbf9905f3e789471c6209d4c2542aec54a9","95a1d99ce87ad80d835702cf68487dbf9905f3e789471c6209d4c2542aec54a9","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/directions/hp-demandgen-box-model-direction.md","recovered","approved","993d3441d90cd01bb2923ab33629415012f4c7659ccc0b75192c74666aa3d1b7","993d3441d90cd01bb2923ab33629415012f4c7659ccc0b75192c74666aa3d1b7","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
